target	pos	depth
Ps_tohinis_AP023189_BpHc	68	0
Ps_tohinis_AP023189_BpHc	69	0
Ps_tohinis_AP023189_BpHc	70	0
Ps_tohinis_AP023189_BpHc	71	0
Ps_tohinis_AP023189_BpHc	72	0
Ps_tohinis_AP023189_BpHc	73	0
Ps_tohinis_AP023189_BpHc	74	0
Ps_tohinis_AP023189_BpHc	75	0
Ps_tohinis_AP023189_BpHc	76	0
Ps_tohinis_AP023189_BpHc	77	0
Ps_tohinis_AP023189_BpHc	78	0
Ps_tohinis_AP023189_BpHc	79	0
Ps_tohinis_AP023189_BpHc	80	0
Ps_tohinis_AP023189_BpHc	81	0
Ps_tohinis_AP023189_BpHc	82	0
Ps_tohinis_AP023189_BpHc	83	0
Ps_tohinis_AP023189_BpHc	84	0
Ps_tohinis_AP023189_BpHc	85	0
Ps_tohinis_AP023189_BpHc	86	0
Ps_tohinis_AP023189_BpHc	87	0
Ps_tohinis_AP023189_BpHc	88	0
Ps_tohinis_AP023189_BpHc	89	0
Ps_tohinis_AP023189_BpHc	90	0
Ps_tohinis_AP023189_BpHc	91	0
Ps_tohinis_AP023189_BpHc	92	0
Ps_tohinis_AP023189_BpHc	93	0
Ps_tohinis_AP023189_BpHc	94	0
Ps_tohinis_AP023189_BpHc	95	0
Ps_tohinis_AP023189_BpHc	96	0
Ps_tohinis_AP023189_BpHc	97	0
Ps_tohinis_AP023189_BpHc	98	0
Ps_tohinis_AP023189_BpHc	99	0
Ps_tohinis_AP023189_BpHc	100	0
Ps_tohinis_AP023189_BpHc	101	0
Ps_tohinis_AP023189_BpHc	102	0
Ps_tohinis_AP023189_BpHc	103	0
Ps_tohinis_AP023189_BpHc	104	0
Ps_tohinis_AP023189_BpHc	105	0
Ps_tohinis_AP023189_BpHc	106	0
Ps_tohinis_AP023189_BpHc	107	0
Ps_tohinis_AP023189_BpHc	108	0
Ps_tohinis_AP023189_BpHc	109	0
Ps_tohinis_AP023189_BpHc	110	0
Ps_tohinis_AP023189_BpHc	111	0
Ps_tohinis_AP023189_BpHc	112	0
Ps_tohinis_AP023189_BpHc	113	0
Ps_tohinis_AP023189_BpHc	114	0
Ps_tohinis_AP023189_BpHc	115	0
Ps_tohinis_AP023189_BpHc	116	0
Ps_tohinis_AP023189_BpHc	117	0
Ps_tohinis_AP023189_BpHc	118	0
Ps_tohinis_AP023189_BpHc	119	0
Ps_tohinis_AP023189_BpHc	120	0
Ps_tohinis_AP023189_BpHc	121	0
Ps_tohinis_AP023189_BpHc	122	0
Ps_tohinis_AP023189_BpHc	123	0
Ps_tohinis_AP023189_BpHc	124	0
Ps_tohinis_AP023189_BpHc	125	0
Ps_tohinis_AP023189_BpHc	126	0
Ps_tohinis_AP023189_BpHc	127	0
Ps_tohinis_AP023189_BpHc	128	0
Ps_tohinis_AP023189_BpHc	129	0
Ps_tohinis_AP023189_BpHc	130	0
Ps_tohinis_AP023189_BpHc	131	0
Ps_tohinis_AP023189_BpHc	132	0
Ps_tohinis_AP023189_BpHc	133	0
Ps_tohinis_AP023189_BpHc	134	0
Ps_tohinis_AP023189_BpHc	135	0
Ps_tohinis_AP023189_BpHc	136	0
Ps_tohinis_AP023189_BpHc	137	0
Ps_tohinis_AP023189_BpHc	138	0
Ps_tohinis_AP023189_BpHc	139	0
Ps_tohinis_AP023189_BpHc	140	0
Ps_tohinis_AP023189_BpHc	141	0
Ps_tohinis_AP023189_BpHc	142	0
Ps_tohinis_AP023189_BpHc	143	0
Ps_tohinis_AP023189_BpHc	144	0
Ps_tohinis_AP023189_BpHc	145	0
Ps_tohinis_AP023189_BpHc	146	0
Ps_tohinis_AP023189_BpHc	147	0
Ps_tohinis_AP023189_BpHc	148	0
Ps_tohinis_AP023189_BpHc	149	0
Ps_tohinis_AP023189_BpHc	150	0
Ps_tohinis_AP023189_BpHc	151	0
Ps_tohinis_AP023189_BpHc	152	0
Ps_tohinis_AP023189_BpHc	153	0
Ps_tohinis_AP023189_BpHc	154	0
Ps_tohinis_AP023189_BpHc	155	0
Ps_tohinis_AP023189_BpHc	156	0
Ps_tohinis_AP023189_BpHc	157	0
Ps_tohinis_AP023189_BpHc	158	0
Ps_tohinis_AP023189_BpHc	159	0
Ps_tohinis_AP023189_BpHc	160	0
Ps_tohinis_AP023189_BpHc	161	0
Ps_tohinis_AP023189_BpHc	162	0
Ps_tohinis_AP023189_BpHc	163	0
Ps_tohinis_AP023189_BpHc	164	0
Ps_tohinis_AP023189_BpHc	165	0
Ps_tohinis_AP023189_BpHc	166	0
Ps_tohinis_AP023189_BpHc	167	0
Ps_tohinis_AP023189_BpHc	168	0
Ps_tohinis_AP023189_BpHc	169	0
Ps_tohinis_AP023189_BpHc	170	0
Ps_tohinis_AP023189_BpHc	171	0
Ps_tohinis_AP023189_BpHc	172	0
Ps_tohinis_AP023189_BpHc	173	0
Ps_tohinis_AP023189_BpHc	174	0
Ps_tohinis_AP023189_BpHc	175	0
Ps_tohinis_AP023189_BpHc	176	0
Ps_tohinis_AP023189_BpHc	177	0
Ps_tohinis_AP023189_BpHc	178	0
Ps_tohinis_AP023189_BpHc	179	0
Ps_tohinis_AP023189_BpHc	180	0
Ps_tohinis_AP023189_BpHc	181	0
Ps_tohinis_AP023189_BpHc	182	0
Ps_tohinis_AP023189_BpHc	183	0
Ps_tohinis_AP023189_BpHc	184	0
Ps_tohinis_AP023189_BpHc	185	0
Ps_tohinis_AP023189_BpHc	186	0
Ps_tohinis_AP023189_BpHc	187	0
Ps_tohinis_AP023189_BpHc	188	0
Ps_tohinis_AP023189_BpHc	189	0
Ps_tohinis_AP023189_BpHc	190	0
Ps_tohinis_AP023189_BpHc	191	0
Ps_tohinis_AP023189_BpHc	192	0
Ps_tohinis_AP023189_BpHc	193	0
Ps_tohinis_AP023189_BpHc	194	0
Ps_tohinis_AP023189_BpHc	195	0
Ps_tohinis_AP023189_BpHc	196	0
Ps_tohinis_AP023189_BpHc	197	0
Ps_tohinis_AP023189_BpHc	198	0
Ps_tohinis_AP023189_BpHc	199	1
Ps_tohinis_AP023189_BpHc	200	1
Ps_tohinis_AP023189_BpHc	201	1
Ps_tohinis_AP023189_BpHc	202	1
Ps_tohinis_AP023189_BpHc	203	1
Ps_tohinis_AP023189_BpHc	204	1
Ps_tohinis_AP023189_BpHc	205	1
Ps_tohinis_AP023189_BpHc	206	1
Ps_tohinis_AP023189_BpHc	207	1
Ps_tohinis_AP023189_BpHc	208	1
Ps_tohinis_AP023189_BpHc	209	1
Ps_tohinis_AP023189_BpHc	210	1
Ps_tohinis_AP023189_BpHc	211	1
Ps_tohinis_AP023189_BpHc	212	1
Ps_tohinis_AP023189_BpHc	213	1
Ps_tohinis_AP023189_BpHc	214	1
Ps_tohinis_AP023189_BpHc	215	1
Ps_tohinis_AP023189_BpHc	216	1
Ps_tohinis_AP023189_BpHc	217	5
Ps_tohinis_AP023189_BpHc	218	5
Ps_tohinis_AP023189_BpHc	219	5
Ps_tohinis_AP023189_BpHc	220	6
Ps_tohinis_AP023189_BpHc	221	6
Ps_tohinis_AP023189_BpHc	222	6
Ps_tohinis_AP023189_BpHc	223	6
Ps_tohinis_AP023189_BpHc	224	6
Ps_tohinis_AP023189_BpHc	225	6
Ps_tohinis_AP023189_BpHc	226	6
Ps_tohinis_AP023189_BpHc	227	6
Ps_tohinis_AP023189_BpHc	228	6
Ps_tohinis_AP023189_BpHc	229	6
Ps_tohinis_AP023189_BpHc	230	6
Ps_tohinis_AP023189_BpHc	231	6
Ps_tohinis_AP023189_BpHc	232	6
Ps_tohinis_AP023189_BpHc	233	7
Ps_tohinis_AP023189_BpHc	234	7
Ps_tohinis_AP023189_BpHc	235	7
Ps_tohinis_AP023189_BpHc	236	7
Ps_tohinis_AP023189_BpHc	237	7
Ps_tohinis_AP023189_BpHc	238	7
Ps_tohinis_AP023189_BpHc	239	7
Ps_tohinis_AP023189_BpHc	240	7
Ps_tohinis_AP023189_BpHc	241	7
Ps_tohinis_AP023189_BpHc	242	7
Ps_tohinis_AP023189_BpHc	243	7
Ps_tohinis_AP023189_BpHc	244	7
Ps_tohinis_AP023189_BpHc	245	7
Ps_tohinis_AP023189_BpHc	246	7
Ps_tohinis_AP023189_BpHc	247	7
Ps_tohinis_AP023189_BpHc	248	7
Ps_tohinis_AP023189_BpHc	249	7
Ps_tohinis_AP023189_BpHc	250	7
Ps_tohinis_AP023189_BpHc	251	7
Ps_tohinis_AP023189_BpHc	252	7
Ps_tohinis_AP023189_BpHc	253	7
Ps_tohinis_AP023189_BpHc	254	7
Ps_tohinis_AP023189_BpHc	255	7
Ps_tohinis_AP023189_BpHc	256	7
Ps_tohinis_AP023189_BpHc	257	7
Ps_tohinis_AP023189_BpHc	258	9
Ps_tohinis_AP023189_BpHc	259	11
Ps_tohinis_AP023189_BpHc	260	11
Ps_tohinis_AP023189_BpHc	261	12
Ps_tohinis_AP023189_BpHc	262	12
Ps_tohinis_AP023189_BpHc	263	13
Ps_tohinis_AP023189_BpHc	264	13
Ps_tohinis_AP023189_BpHc	265	13
Ps_tohinis_AP023189_BpHc	266	13
Ps_tohinis_AP023189_BpHc	267	14
Ps_tohinis_AP023189_BpHc	268	14
Ps_tohinis_AP023189_BpHc	269	14
Ps_tohinis_AP023189_BpHc	270	14
Ps_tohinis_AP023189_BpHc	271	14
Ps_tohinis_AP023189_BpHc	272	13
Ps_tohinis_AP023189_BpHc	273	14
Ps_tohinis_AP023189_BpHc	274	14
Ps_tohinis_AP023189_BpHc	275	15
Ps_tohinis_AP023189_BpHc	276	15
Ps_tohinis_AP023189_BpHc	277	15
Ps_tohinis_AP023189_BpHc	278	15
Ps_tohinis_AP023189_BpHc	279	15
Ps_tohinis_AP023189_BpHc	280	15
Ps_tohinis_AP023189_BpHc	281	15
Ps_tohinis_AP023189_BpHc	282	15
Ps_tohinis_AP023189_BpHc	283	15
Ps_tohinis_AP023189_BpHc	284	15
Ps_tohinis_AP023189_BpHc	285	14
Ps_tohinis_AP023189_BpHc	286	15
Ps_tohinis_AP023189_BpHc	287	15
Ps_tohinis_AP023189_BpHc	288	12
Ps_tohinis_AP023189_BpHc	289	16
Ps_tohinis_AP023189_BpHc	290	16
Ps_tohinis_AP023189_BpHc	291	16
Ps_tohinis_AP023189_BpHc	292	15
Ps_tohinis_AP023189_BpHc	293	14
Ps_tohinis_AP023189_BpHc	294	15
Ps_tohinis_AP023189_BpHc	295	15
Ps_tohinis_AP023189_BpHc	296	15
Ps_tohinis_AP023189_BpHc	297	15
Ps_tohinis_AP023189_BpHc	298	16
Ps_tohinis_AP023189_BpHc	299	16
Ps_tohinis_AP023189_BpHc	300	14
Ps_tohinis_AP023189_BpHc	301	16
Ps_tohinis_AP023189_BpHc	302	16
Ps_tohinis_AP023189_BpHc	303	16
Ps_tohinis_AP023189_BpHc	304	16
Ps_tohinis_AP023189_BpHc	305	16
Ps_tohinis_AP023189_BpHc	306	16
Ps_tohinis_AP023189_BpHc	307	15
Ps_tohinis_AP023189_BpHc	308	16
Ps_tohinis_AP023189_BpHc	309	10
Ps_tohinis_AP023189_BpHc	310	16
Ps_tohinis_AP023189_BpHc	311	16
Ps_tohinis_AP023189_BpHc	312	15
Ps_tohinis_AP023189_BpHc	313	16
Ps_tohinis_AP023189_BpHc	314	15
Ps_tohinis_AP023189_BpHc	315	16
Ps_tohinis_AP023189_BpHc	316	16
Ps_tohinis_AP023189_BpHc	317	16
Ps_tohinis_AP023189_BpHc	318	16
Ps_tohinis_AP023189_BpHc	319	15
Ps_tohinis_AP023189_BpHc	320	16
Ps_tohinis_AP023189_BpHc	321	15
Ps_tohinis_AP023189_BpHc	322	16
Ps_tohinis_AP023189_BpHc	323	16
Ps_tohinis_AP023189_BpHc	324	16
Ps_tohinis_AP023189_BpHc	325	16
Ps_tohinis_AP023189_BpHc	326	16
Ps_tohinis_AP023189_BpHc	327	16
Ps_tohinis_AP023189_BpHc	328	16
Ps_tohinis_AP023189_BpHc	329	16
Ps_tohinis_AP023189_BpHc	330	16
Ps_tohinis_AP023189_BpHc	331	16
Ps_tohinis_AP023189_BpHc	332	16
Ps_tohinis_AP023189_BpHc	333	16
Ps_tohinis_AP023189_BpHc	334	16
Ps_tohinis_AP023189_BpHc	335	16
Ps_tohinis_AP023189_BpHc	336	16
Ps_tohinis_AP023189_BpHc	337	16
Ps_tohinis_AP023189_BpHc	338	16
Ps_tohinis_AP023189_BpHc	339	16
Ps_tohinis_AP023189_BpHc	340	16
Ps_tohinis_AP023189_BpHc	341	16
Ps_tohinis_AP023189_BpHc	342	16
Ps_tohinis_AP023189_BpHc	343	16
Ps_tohinis_AP023189_BpHc	344	16
Ps_tohinis_AP023189_BpHc	345	16
Ps_tohinis_AP023189_BpHc	346	16
Ps_tohinis_AP023189_BpHc	347	16
Ps_tohinis_AP023189_BpHc	348	16
Ps_tohinis_AP023189_BpHc	349	16
Ps_tohinis_AP023189_BpHc	350	16
Ps_tohinis_AP023189_BpHc	351	16
Ps_tohinis_AP023189_BpHc	352	16
Ps_tohinis_AP023189_BpHc	353	16
Ps_tohinis_AP023189_BpHc	354	16
Ps_tohinis_AP023189_BpHc	355	16
Ps_tohinis_AP023189_BpHc	356	16
Ps_tohinis_AP023189_BpHc	357	16
Ps_tohinis_AP023189_BpHc	358	16
Ps_tohinis_AP023189_BpHc	359	16
Ps_tohinis_AP023189_BpHc	360	16
Ps_tohinis_AP023189_BpHc	361	16
Ps_tohinis_AP023189_BpHc	362	16
Ps_tohinis_AP023189_BpHc	363	16
Ps_tohinis_AP023189_BpHc	364	16
Ps_tohinis_AP023189_BpHc	365	16
Ps_tohinis_AP023189_BpHc	366	16
Ps_tohinis_AP023189_BpHc	367	16
Ps_tohinis_AP023189_BpHc	368	16
Ps_tohinis_AP023189_BpHc	369	16
Ps_tohinis_AP023189_BpHc	370	16
Ps_tohinis_AP023189_BpHc	371	16
Ps_tohinis_AP023189_BpHc	372	16
Ps_tohinis_AP023189_BpHc	373	16
Ps_tohinis_AP023189_BpHc	374	16
Ps_tohinis_AP023189_BpHc	375	16
Ps_tohinis_AP023189_BpHc	376	16
Ps_tohinis_AP023189_BpHc	377	16
Ps_tohinis_AP023189_BpHc	378	16
Ps_tohinis_AP023189_BpHc	379	16
Ps_tohinis_AP023189_BpHc	380	15
Ps_tohinis_AP023189_BpHc	381	15
Ps_tohinis_AP023189_BpHc	382	16
Ps_tohinis_AP023189_BpHc	383	16
Ps_tohinis_AP023189_BpHc	384	9
Ps_tohinis_AP023189_BpHc	385	16
Ps_tohinis_AP023189_BpHc	386	16
Ps_tohinis_AP023189_BpHc	387	16
Ps_tohinis_AP023189_BpHc	388	16
Ps_tohinis_AP023189_BpHc	389	16
Ps_tohinis_AP023189_BpHc	390	16
Ps_tohinis_AP023189_BpHc	391	16
Ps_tohinis_AP023189_BpHc	392	16
Ps_tohinis_AP023189_BpHc	393	16
Ps_tohinis_AP023189_BpHc	394	16
Ps_tohinis_AP023189_BpHc	395	16
Ps_tohinis_AP023189_BpHc	396	16
Ps_tohinis_AP023189_BpHc	397	16
Ps_tohinis_AP023189_BpHc	398	16
Ps_tohinis_AP023189_BpHc	399	16
Ps_tohinis_AP023189_BpHc	400	16
Ps_tohinis_AP023189_BpHc	401	16
Ps_tohinis_AP023189_BpHc	402	16
Ps_tohinis_AP023189_BpHc	403	16
Ps_tohinis_AP023189_BpHc	404	16
Ps_tohinis_AP023189_BpHc	405	16
Ps_tohinis_AP023189_BpHc	406	16
Ps_tohinis_AP023189_BpHc	407	16
Ps_tohinis_AP023189_BpHc	408	16
Ps_tohinis_AP023189_BpHc	409	16
Ps_tohinis_AP023189_BpHc	410	16
Ps_tohinis_AP023189_BpHc	411	16
Ps_tohinis_AP023189_BpHc	412	16
Ps_tohinis_AP023189_BpHc	413	16
Ps_tohinis_AP023189_BpHc	414	16
Ps_tohinis_AP023189_BpHc	415	16
Ps_tohinis_AP023189_BpHc	416	16
Ps_tohinis_AP023189_BpHc	417	16
Ps_tohinis_AP023189_BpHc	418	16
Ps_tohinis_AP023189_BpHc	419	16
Ps_tohinis_AP023189_BpHc	420	16
Ps_tohinis_AP023189_BpHc	421	16
Ps_tohinis_AP023189_BpHc	422	15
Ps_tohinis_AP023189_BpHc	423	15
Ps_tohinis_AP023189_BpHc	424	15
Ps_tohinis_AP023189_BpHc	425	15
Ps_tohinis_AP023189_BpHc	426	16
Ps_tohinis_AP023189_BpHc	427	16
Ps_tohinis_AP023189_BpHc	428	16
Ps_tohinis_AP023189_BpHc	429	16
Ps_tohinis_AP023189_BpHc	430	16
Ps_tohinis_AP023189_BpHc	431	16
Ps_tohinis_AP023189_BpHc	432	16
Ps_tohinis_AP023189_BpHc	433	16
Ps_tohinis_AP023189_BpHc	434	16
Ps_tohinis_AP023189_BpHc	435	16
Ps_tohinis_AP023189_BpHc	436	16
Ps_tohinis_AP023189_BpHc	437	16
Ps_tohinis_AP023189_BpHc	438	15
Ps_tohinis_AP023189_BpHc	439	15
Ps_tohinis_AP023189_BpHc	440	15
Ps_tohinis_AP023189_BpHc	441	15
Ps_tohinis_AP023189_BpHc	442	15
Ps_tohinis_AP023189_BpHc	443	15
Ps_tohinis_AP023189_BpHc	444	15
Ps_tohinis_AP023189_BpHc	445	15
Ps_tohinis_AP023189_BpHc	446	15
Ps_tohinis_AP023189_BpHc	447	15
Ps_tohinis_AP023189_BpHc	448	15
Ps_tohinis_AP023189_BpHc	449	15
Ps_tohinis_AP023189_BpHc	450	15
Ps_tohinis_AP023189_BpHc	451	14
Ps_tohinis_AP023189_BpHc	452	14
Ps_tohinis_AP023189_BpHc	453	14
Ps_tohinis_AP023189_BpHc	454	14
Ps_tohinis_AP023189_BpHc	455	15
Ps_tohinis_AP023189_BpHc	456	15
Ps_tohinis_AP023189_BpHc	457	15
Ps_tohinis_AP023189_BpHc	458	15
Ps_tohinis_AP023189_BpHc	459	13
Ps_tohinis_AP023189_BpHc	460	13
Ps_tohinis_AP023189_BpHc	461	14
Ps_tohinis_AP023189_BpHc	462	15
Ps_tohinis_AP023189_BpHc	463	15
Ps_tohinis_AP023189_BpHc	464	15
Ps_tohinis_AP023189_BpHc	465	15
Ps_tohinis_AP023189_BpHc	466	15
Ps_tohinis_AP023189_BpHc	467	15
Ps_tohinis_AP023189_BpHc	468	15
Ps_tohinis_AP023189_BpHc	469	15
Ps_tohinis_AP023189_BpHc	470	15
Ps_tohinis_AP023189_BpHc	471	15
Ps_tohinis_AP023189_BpHc	472	14
Ps_tohinis_AP023189_BpHc	473	14
Ps_tohinis_AP023189_BpHc	474	14
Ps_tohinis_AP023189_BpHc	475	14
Ps_tohinis_AP023189_BpHc	476	14
Ps_tohinis_AP023189_BpHc	477	14
Ps_tohinis_AP023189_BpHc	478	14
Ps_tohinis_AP023189_BpHc	479	14
Ps_tohinis_AP023189_BpHc	480	14
Ps_tohinis_AP023189_BpHc	481	14
Ps_tohinis_AP023189_BpHc	482	14
Ps_tohinis_AP023189_BpHc	483	14
Ps_tohinis_AP023189_BpHc	484	14
Ps_tohinis_AP023189_BpHc	485	14
Ps_tohinis_AP023189_BpHc	486	14
Ps_tohinis_AP023189_BpHc	487	14
Ps_tohinis_AP023189_BpHc	488	14
Ps_tohinis_AP023189_BpHc	489	14
Ps_tohinis_AP023189_BpHc	490	14
Ps_tohinis_AP023189_BpHc	491	14
Ps_tohinis_AP023189_BpHc	492	14
Ps_tohinis_AP023189_BpHc	493	14
Ps_tohinis_AP023189_BpHc	494	14
Ps_tohinis_AP023189_BpHc	495	14
Ps_tohinis_AP023189_BpHc	496	14
Ps_tohinis_AP023189_BpHc	497	14
Ps_tohinis_AP023189_BpHc	498	14
Ps_tohinis_AP023189_BpHc	499	14
Ps_tohinis_AP023189_BpHc	500	14
Ps_tohinis_AP023189_BpHc	501	14
Ps_tohinis_AP023189_BpHc	502	14
Ps_tohinis_AP023189_BpHc	503	14
Ps_tohinis_AP023189_BpHc	504	14
Ps_tohinis_AP023189_BpHc	505	14
Ps_tohinis_AP023189_BpHc	506	13
Ps_tohinis_AP023189_BpHc	507	13
Ps_tohinis_AP023189_BpHc	508	13
Ps_tohinis_AP023189_BpHc	509	14
Ps_tohinis_AP023189_BpHc	510	14
Ps_tohinis_AP023189_BpHc	511	14
Ps_tohinis_AP023189_BpHc	512	14
Ps_tohinis_AP023189_BpHc	513	14
Ps_tohinis_AP023189_BpHc	514	14
Ps_tohinis_AP023189_BpHc	515	14
Ps_tohinis_AP023189_BpHc	516	14
Ps_tohinis_AP023189_BpHc	517	14
Ps_tohinis_AP023189_BpHc	518	14
Ps_tohinis_AP023189_BpHc	519	14
Ps_tohinis_AP023189_BpHc	520	14
Ps_tohinis_AP023189_BpHc	521	13
Ps_tohinis_AP023189_BpHc	522	14
Ps_tohinis_AP023189_BpHc	523	14
Ps_tohinis_AP023189_BpHc	524	14
Ps_tohinis_AP023189_BpHc	525	14
Ps_tohinis_AP023189_BpHc	526	14
Ps_tohinis_AP023189_BpHc	527	12
Ps_tohinis_AP023189_BpHc	528	13
Ps_tohinis_AP023189_BpHc	529	13
Ps_tohinis_AP023189_BpHc	530	14
Ps_tohinis_AP023189_BpHc	531	13
Ps_tohinis_AP023189_BpHc	532	14
Ps_tohinis_AP023189_BpHc	533	14
Ps_tohinis_AP023189_BpHc	534	14
Ps_tohinis_AP023189_BpHc	535	14
Ps_tohinis_AP023189_BpHc	536	14
Ps_tohinis_AP023189_BpHc	537	14
Ps_tohinis_AP023189_BpHc	538	14
Ps_tohinis_AP023189_BpHc	539	13
Ps_tohinis_AP023189_BpHc	540	14
Ps_tohinis_AP023189_BpHc	541	13
Ps_tohinis_AP023189_BpHc	542	12
Ps_tohinis_AP023189_BpHc	543	14
Ps_tohinis_AP023189_BpHc	544	14
Ps_tohinis_AP023189_BpHc	545	14
Ps_tohinis_AP023189_BpHc	546	14
Ps_tohinis_AP023189_BpHc	547	14
Ps_tohinis_AP023189_BpHc	548	14
Ps_tohinis_AP023189_BpHc	549	14
Ps_tohinis_AP023189_BpHc	550	14
Ps_tohinis_AP023189_BpHc	551	14
Ps_tohinis_AP023189_BpHc	552	14
Ps_tohinis_AP023189_BpHc	553	14
Ps_tohinis_AP023189_BpHc	554	14
Ps_tohinis_AP023189_BpHc	555	14
Ps_tohinis_AP023189_BpHc	556	14
Ps_tohinis_AP023189_BpHc	557	14
Ps_tohinis_AP023189_BpHc	558	13
Ps_tohinis_AP023189_BpHc	559	13
Ps_tohinis_AP023189_BpHc	560	13
Ps_tohinis_AP023189_BpHc	561	13
Ps_tohinis_AP023189_BpHc	562	13
Ps_tohinis_AP023189_BpHc	563	13
Ps_tohinis_AP023189_BpHc	564	13
Ps_tohinis_AP023189_BpHc	565	13
Ps_tohinis_AP023189_BpHc	566	13
Ps_tohinis_AP023189_BpHc	567	13
Ps_tohinis_AP023189_BpHc	568	13
Ps_tohinis_AP023189_BpHc	569	13
Ps_tohinis_AP023189_BpHc	570	13
Ps_tohinis_AP023189_BpHc	571	13
Ps_tohinis_AP023189_BpHc	572	13
Ps_tohinis_AP023189_BpHc	573	13
Ps_tohinis_AP023189_BpHc	574	13
Ps_tohinis_AP023189_BpHc	575	13
Ps_tohinis_AP023189_BpHc	576	12
Ps_tohinis_AP023189_BpHc	577	12
Ps_tohinis_AP023189_BpHc	578	12
Ps_tohinis_AP023189_BpHc	579	13
Ps_tohinis_AP023189_BpHc	580	13
Ps_tohinis_AP023189_BpHc	581	13
Ps_tohinis_AP023189_BpHc	582	13
Ps_tohinis_AP023189_BpHc	583	13
Ps_tohinis_AP023189_BpHc	584	13
Ps_tohinis_AP023189_BpHc	585	13
Ps_tohinis_AP023189_BpHc	586	13
Ps_tohinis_AP023189_BpHc	587	11
Ps_tohinis_AP023189_BpHc	588	13
Ps_tohinis_AP023189_BpHc	589	13
Ps_tohinis_AP023189_BpHc	590	13
Ps_tohinis_AP023189_BpHc	591	5
Ps_tohinis_AP023189_BpHc	592	13
Ps_tohinis_AP023189_BpHc	593	13
Ps_tohinis_AP023189_BpHc	594	13
Ps_tohinis_AP023189_BpHc	595	13
Ps_tohinis_AP023189_BpHc	596	13
Ps_tohinis_AP023189_BpHc	597	13
Ps_tohinis_AP023189_BpHc	598	13
Ps_tohinis_AP023189_BpHc	599	13
Ps_tohinis_AP023189_BpHc	600	13
Ps_tohinis_AP023189_BpHc	601	13
Ps_tohinis_AP023189_BpHc	602	13
Ps_tohinis_AP023189_BpHc	603	13
Ps_tohinis_AP023189_BpHc	604	13
Ps_tohinis_AP023189_BpHc	605	13
Ps_tohinis_AP023189_BpHc	606	13
Ps_tohinis_AP023189_BpHc	607	13
Ps_tohinis_AP023189_BpHc	608	13
