MIMT18S|NG_064894.1	44
MIMT18S|NG_064900.1	46
MIMT18S|NG_064936.1	17
MIMT18S|NG_064968.1	32
MIMT18S|NG_064969.1	32
MIMT18S|NG_064974.1	88
MIMT18S|NG_064978.1	123
MIMT18S|NG_064992.1	112
MIMT18S|NG_065037.1	80
MIMT18S|NG_065043.1	73
MIMT18S|NG_065045.1	73
MIMT18S|NG_065046.1	88
MIMT18S|NG_065103.1	15
MIMT18S|NG_065105.1	40
MIMT18S|NG_065121.1	67
MIMT18S|NG_065132.1	114
MIMT18S|NG_065468.1	66
MIMT18S|NG_065471.1	66
MIMT18S|NG_065472.1	66
MIMT18S|NG_065474.1	66
MIMT18S|NG_065493.1	40
MIMT18S|NG_065502.1	89
MIMT18S|NG_065520.1	72
MIMT18S|NG_065533.1	66
MIMT18S|NG_065551.1	86
MIMT18S|NG_065635.1	97
MIMT18S|NG_065636.1	97
MIMT18S|NG_065642.1	19
MIMT18S|NG_065650.1	29
MIMT18S|NG_065651.1	29
MIMT18S|NG_065666.1	95
MIMT18S|NG_065669.1	97
MIMT18S|NG_065671.1	97
MIMT18S|NG_065672.1	97
MIMT18S|NG_065696.1	73
MIMT18S|NG_065697.1	73
MIMT18S|NG_065706.1	102
MIMT18S|NG_065777.1	15
MIMT18S|NG_065794.1	110
MIMT18S|NG_065798.1	109
MIMT18S|NG_067630.1	90
MIMT18S|NG_067663.1	38
MIMT18S|NG_067687.1	15
MIMT18S|NG_068373.1	15
MIMT18S|NG_070101.1	38
MIMT18S|NG_070110.1	83
MIMT18S|NG_070161.1	117
MIMT18S|NG_070238.1	32
MIMT18S|NG_070241.1	118
MIMT18S|NG_070255.1	118
MIMT18S|NG_070266.1	118
MIMT18S|NG_070273.1	118
MIMT18S|NG_070274.1	118
MIMT18S|NG_070282.1	78
MIMT18S|NG_070283.1	78
MIMT18S|NG_070294.1	77
MIMT18S|NG_070302.1	94
MIMT18S|NG_070634.1	38
MIMT18S|NG_070687.1	58
MIMT18S|NG_070690.1	63
MIMT18S|NG_070693.1	58
MIMT18S|NG_070694.1	58
MIMT18S|NG_070695.1	58
MIMT18S|NG_070794.1	58
MIMT18S|NG_070795.1	58
MIMT18S|NG_070856.1	38
MIMT18S|NG_070866.1	9
MIMT18S|NG_070910.1	88
MIMT18S|NG_073565.1	87
MIMT18S|NG_074905.1	49
MIMT18S|NG_074906.1	49
MIMT18S|NG_074909.1	119
MIMT18S|NG_074954.1	84
MIMT18S|NG_074961.1	29
MIMT18S|NG_077424.1	116
MIMT18S|NG_078730.1	38
MIMT18S|NG_078756.1	100
MIMT18S|NG_081360.1	38
MIMT18S|NG_081372.1	38
MIMT18S|NG_081376.1	46
MIMT18S|NG_081380.1	29
MIMT18S|NG_087859.1	40
MIMT18S|NG_087883.1	111
MIMT18S|NG_087899.1	83
MIMT18S|NG_087901.1	83
MIMT18S|NG_148825.1	70
MIMT18S|NG_148910.1	114
MIMT18S|NG_228690.1	32
MIMT18S|NG_228691.1	32
MIMT18S|NG_242388.1	5
MIMT18S|NG_242390.1	11
MIMT18S|NG_242407.1	107
MIMT18S|NG_242797.1	82
MIMT18S|NG_242812.1	73
MIMT18S|NG_242888.1	115
MIMT18S|NG_242889.1	15
MIMT18S|NG_242926.1	106
MIMT18S|NG_244231.1	38
MIMT18S|NW_001884553.1_1313209-1315005	41
MIMT18S|NW_003302685.1_9574-11216	25
MIMT18S|NW_003307662.1_143501-145290	48
MIMT18S|NW_005435085.1_452319-455090	1
MIMT18S|NW_006267362.1_1204_3008	29
MIMT18S|NW_006768768.1_2708625-2711166	4
MIMT18S|NW_006921538.1_3589902_3592158	10
MIMT18S|NW_007360214.1_3630_5331	81
MIMT18S|NW_008580422.1_901_2707	27
MIMT18S|NW_008649402.1_1_1814	25
MIMT18S|NW_009258122.1_3546693-3548519	22
MIMT18S|NW_009798501.1_2627_4430	31
MIMT18S|NW_013546558.1_361_2182	24
MIMT18S|NW_015961967.1_4464_6261	39
MIMT18S|NW_015971566.1_2854_5494	3
MIMT18S|NW_017263918.1_16850_19322	6
MIMT18S|NW_017264719.1_155139_156943	28
MIMT18S|NW_017264776.1_609255_611058	28
MIMT18S|NW_017802365.1_337034_338839	28
MIMT18S|NW_020194005.1_2504455_2506242	49
MIMT18S|NW_020289900.1_1_1729	53
MIMT18S|NW_020289912.1_1119085_1120863	53
MIMT18S|NW_020290505.1_672_2469	40
MIMT18S|NW_022158463.1_3819_5612	45
MIMT18S|NW_024067547.1_8118_10036	20
MIMT18S|NW_024468470.1_4309_6132	23
MIMT18S|NW_025408590.1_1832019_1833817	38
MIMT18S|NW_025408682.1_879302_881406	14
MIMT18S|NW_025952986.1_10086_11889	29
MIMT18S|NW_026261148.1_7371_9182	26
MIMT18S|NW_026515721.1_13171_14974	32
MIMT18S|NW_026516580.1_205_2008	33
MIMT18S|NW_026848936.1_63_1833	29
MIMT18S|NW_026850064.1_1353_3147	43
MIMT18S|NW_027062534.1_73261_75037	36
MIMT18S|NW_027138163.1_352446_354230	44
MIMT18S|NW_027150974.1_114526_116346	25
MIMT18S|NW_027192309.1_1147120_1149864	2
MIMT18S|NW_027396589.1_14922_16714	46
MIMTITS|NR_103600.1	270
MIMTITS|NR_103650.1	167
MIMTITS|NR_111211.1	288
MIMTITS|NR_111240.1	234
MIMTITS|NR_111261.1	195
MIMTITS|NR_111313.1	235
MIMTITS|NR_111397.1	287
MIMTITS|NR_119559.1	149
MIMTITS|NR_119590.1	153
MIMTITS|NR_119645.1	255
MIMTITS|NR_119646.1	155
MIMTITS|NR_119647.1	290
MIMTITS|NR_119648.1	124
MIMTITS|NR_119650.1	207
MIMTITS|NR_119654.1	199
MIMTITS|NR_119772.1	217
MIMTITS|NR_119799.1	247
MIMTITS|NR_119968.1	202
MIMTITS|NR_119975.1	156
MIMTITS|NR_119976.2	256
MIMTITS|NR_121275.1	150
MIMTITS|NR_121280.1	231
MIMTITS|NR_121316.1	162
MIMTITS|NR_121401.1	215
MIMTITS|NR_121422.1	229
MIMTITS|NR_121431.1	205
MIMTITS|NR_121441.1	212
MIMTITS|NR_121448.1	232
MIMTITS|NR_121458.1	0
MIMTITS|NR_121478.1	216
MIMTITS|NR_121504.1	144
MIMTITS|NR_121533.1	169
MIMTITS|NR_121551.1	163
MIMTITS|NR_126150.2	135
MIMTITS|NR_131796.1	208
MIMTITS|NR_132002.1	294
MIMTITS|NR_132054.1	113
MIMTITS|NR_132856.1	230
MIMTITS|NR_132861.1	130
MIMTITS|NR_132862.1	200
MIMTITS|NR_135970.1	298
MIMTITS|NR_136040.1	270
MIMTITS|NR_137114.1	174
MIMTITS|NR_137870.1	250
MIMTITS|NR_137923.1	281
MIMTITS|NR_138222.1	223
MIMTITS|NR_138404.2	238
MIMTITS|NR_138417.1	227
MIMTITS|NR_144810.1	276
MIMTITS|NR_145098.1	186
MIMTITS|NR_147494.1	168
MIMTITS|NR_147495.1	168
MIMTITS|NR_147497.1	168
MIMTITS|NR_148108.1	189
MIMTITS|NR_148109.1	221
MIMTITS|NR_148110.1	139
MIMTITS|NR_148111.1	252
MIMTITS|NR_148181.1	194
MIMTITS|NR_148182.1	175
MIMTITS|NR_151794.1	295
MIMTITS|NR_151851.1	168
MIMTITS|NR_152977.1	161
MIMTITS|NR_152978.1	161
MIMTITS|NR_153643.1	283
MIMTITS|NR_154073.1	170
MIMTITS|NR_154354.1	261
MIMTITS|NR_154472.1	305
MIMTITS|NR_154485.1	248
MIMTITS|NR_154494.1	192
MIMTITS|NR_154513.1	243
MIMTITS|NR_154536.1	143
MIMTITS|NR_154671.1	272
MIMTITS|NR_154826.1	127
MIMTITS|NR_154880.1	273
MIMTITS|NR_155180.1	264
MIMTITS|NR_155233.1	129
MIMTITS|NR_155240.1	289
MIMTITS|NR_155241.1	300
MIMTITS|NR_155370.1	291
MIMTITS|NR_155405.1	284
MIMTITS|NR_155796.1	285
MIMTITS|NR_155846.1	244
MIMTITS|NR_155943.1	268
MIMTITS|NR_155997.1	253
MIMTITS|NR_156241.1	193
MIMTITS|NR_156280.1	239
MIMTITS|NR_156329.1	184
MIMTITS|NR_156677.1	265
MIMTITS|NR_158269.1	298
MIMTITS|NR_158282.1	282
MIMTITS|NR_158419.1	209
MIMTITS|NR_158443.1	180
MIMTITS|NR_158444.1	180
MIMTITS|NR_158445.1	182
MIMTITS|NR_158451.1	182
MIMTITS|NR_158794.1	271
MIMTITS|NR_158811.1	245
MIMTITS|NR_158892.1	157
MIMTITS|NR_159059.1	228
MIMTITS|NR_159603.1	206
MIMTITS|NR_160246.1	270
MIMTITS|NR_160261.1	131
MIMTITS|NR_163296.1	158
MIMTITS|NR_163315.1	197
MIMTITS|NR_163519.1	297
MIMTITS|NR_164090.1	292
MIMTITS|NR_164525.1	301
MIMTITS|NR_164613.1	0
MIMTITS|NR_165582.1	240
MIMTITS|NR_165968.1	286
MIMTITS|NR_166281.1	257
MIMTITS|NR_168761.1	251
MIMTITS|NR_168770.1	187
MIMTITS|NR_168772.1	249
MIMTITS|NR_168802.1	307
MIMTITS|NR_169669.1	176
MIMTITS|NR_169689.1	241
MIMTITS|NR_169697.1	171
MIMTITS|NR_169916.1	304
MIMTITS|NR_169982.1	218
MIMTITS|NR_171267.1	121
MIMTITS|NR_171725.1	277
MIMTITS|NR_172177.1	259
MIMTITS|NR_172178.1	246
MIMTITS|NR_172245.1	148
MIMTITS|NR_172460.1	141
MIMTITS|NR_172732.1	306
MIMTITS|NR_173204.1	0
MIMTITS|NR_173262.1	275
MIMTITS|NR_173754.1	147
MIMTITS|NR_173906.1	214
MIMTITS|NR_174034.1	128
MIMTITS|NR_174035.1	201
MIMTITS|NR_174036.1	196
MIMTITS|NR_174727.1	260
MIMTITS|NR_174730.1	263
MIMTITS|NR_174731.1	219
MIMTITS|NR_174732.1	219
MIMTITS|NR_174737.1	236
MIMTITS|NR_174738.1	242
MIMTITS|NR_174739.1	236
MIMTITS|NR_174752.1	278
MIMTITS|NR_174756.1	254
MIMTITS|NR_174757.1	237
MIMTITS|NR_174758.1	213
MIMTITS|NR_174760.1	165
MIMTITS|NR_174761.1	165
MIMTITS|NR_174762.1	154
MIMTITS|NR_174763.1	0
MIMTITS|NR_174764.1	145
MIMTITS|NR_174771.1	160
MIMTITS|NR_174773.1	146
MIMTITS|NR_174777.1	181
MIMTITS|NR_174778.1	183
MIMTITS|NR_174779.1	191
MIMTITS|NR_174785.1	179
MIMTITS|NR_174786.1	179
MIMTITS|NR_174787.1	179
MIMTITS|NR_174788.1	172
MIMTITS|NR_174789.1	166
MIMTITS|NR_174790.1	125
MIMTITS|NR_174791.1	164
MIMTITS|NR_174792.1	132
MIMTITS|NR_174793.1	132
MIMTITS|NR_174794.1	133
MIMTITS|NR_174795.1	134
MIMTITS|NR_174796.1	136
MIMTITS|NR_174798.1	151
MIMTITS|NR_174800.1	177
MIMTITS|NR_174888.1	173
MIMTITS|NR_175091.1	267
MIMTITS|NR_176684.1	188
MIMTITS|NR_176697.1	188
MIMTITS|NR_176698.1	190
MIMTITS|NR_176699.1	204
MIMTITS|NR_176700.1	210
MIMTITS|NR_178117.1	198
MIMTITS|NR_182448.1	258
MIMTITS|NR_182527.1	297
MIMTITS|NR_182679.1	203
MIMTITS|NR_182822.1	233
MIMTITS|NR_182841.1	262
MIMTITS|NR_184356.1	152
MIMTITS|NR_184357.1	178
MIMTITS|NR_184919.1	222
MIMTITS|NR_184980.1	137
MIMTITS|NR_185350.1	280
MIMTITS|NR_185568.1	0
MIMTITS|NR_185569.1	140
MIMTITS|NR_185600.1	142
MIMTITS|NR_186920.1	266
MIMTITS|NR_186945.1	279
MIMTITS|NR_186976.1	0
MIMTITS|NR_189371.1	185
MIMTITS|NR_189414.1	159
MIMTITS|NR_189887.1	220
MIMTITS|NR_189888.1	303
MIMTITS|NR_189898.1	126
MIMTITS|NR_190930.1	296
MIMTITS|NR_191232.1	120
MIMTITS|NR_198363.1	269
MIMTITS|NR_198522.1	211
MIMTITS|NR_198523.1	225
MIMTITS|NR_198524.1	226
MIMTITS|NR_198525.1	302
MIMTITS|NR_198526.1	299
MIMTITS|NR_198527.1	299
MIMTITS|NR_198528.1	274
MIMTITS|NR_198849.1	224
MIMTITS|NR_200044.1	138
