sample_id	tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species_subgroup	species_group	estimated_counts
barcode19	1972599	0.0326344593233203	Racocetra crispa	Racocetra	Gigasporaceae	Diversisporales	Glomeromycetes	Mucoromycota	Opisthokonta					1396.689590119462
barcode19	45792	0.0027243297555602504	Lipomyces oligophaga	Lipomyces	Lipomycetaceae	Lipomycetales	Lipomycetes	Ascomycota	Opisthokonta					116.5958648784676
barcode19	162394	0.0005830667833996185	Dothidea sambuci	Dothidea	Dothideaceae	Dothideales	Dothideomycetes	Ascomycota	Opisthokonta					24.954092195936873
barcode19	1903024	0.0021241195965799103	Gloniopsis calami	Gloniopsis	Hysteriaceae	Hysteriales	Dothideomycetes	Ascomycota	Opisthokonta					90.90807049442701
barcode19	2544956	0.0012246746615837295	Dicephalospora sessilis	Dicephalospora	Helotiaceae	Helotiales	Leotiomycetes	Ascomycota	Opisthokonta					52.41362616646045
barcode19	2810478	0.003206217595652271	Salinomyces polonicus	Salinomyces	Teratosphaeriaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Opisthokonta					137.21970065872588
barcode19	3023420	0.0009762348558387066	Inocybe phari	Inocybe	Inocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Opisthokonta					41.78089936018497
barcode19	1134076	0.009151657207147931	Geranomyces tanneri	Geranomyces	Powellomycetaceae	Spizellomycetales	Chytridiomycetes	Chytridiomycota	Opisthokonta					391.67262515151714
barcode19	2704025	0.009158261388418425	Vinositunica ingens	Vinositunica	Endogonaceae	Endogonales	Endogonomycetes	Mucoromycota	Opisthokonta					391.9552709015318
barcode19	64516	0.0008628789226201643	Phlyctochytrium californicum	Phlyctochytrium	Chytridiaceae	Chytridiales	Chytridiomycetes	Chytridiomycota	Opisthokonta					36.92949213029779
barcode19	415601	0.0009970214930309154	Redeckera megalocarpum	Redeckera	Diversisporaceae	Diversisporales	Glomeromycetes	Mucoromycota	Opisthokonta					42.670525858737115
barcode19	40221	0.000980280206861383	Symbiotaphrina kochii	Symbiotaphrina	Symbiotaphrinaceae	Symbiotaphrinales		Ascomycota	Opisthokonta					41.954032293253476
barcode19	1571505	0.0013785696698909468	Darksidea zeta	Darksidea	Lentitheciaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta					59.00002473199274
barcode19	45539	0.003986965062133835	Blastobotrys chiropterorum	Blastobotrys	Trichomonascaceae	Dipodascales	Dipodascomycetes	Ascomycota	Opisthokonta					170.63413072920386
barcode19	1857663	0.0010087490741452479	Sugiyamaella mastotermitis	Sugiyamaella	Trichomonascaceae	Dipodascales	Dipodascomycetes	Ascomycota	Opisthokonta					43.17244287526832
barcode19	335848	0.000820353573157247	Apiospora aurea	Apiospora	Apiosporaceae	Amphisphaeriales	Sordariomycetes	Ascomycota	Opisthokonta					35.10949222398386
barcode19	2935555	0.000793433794243965	Pseudolignincola siamensis	Pseudolignincola	Halosphaeriaceae	Microascales	Sordariomycetes	Ascomycota	Opisthokonta					33.95737952605322
barcode19	1068736	0.0035561037774862877	Monilochaetes dimorphospora	Monilochaetes	Australiascaceae	Glomerellales	Sordariomycetes	Ascomycota	Opisthokonta					152.19412946885814
barcode19	1548888	0.008237519136711422	Pucciniastrum myosotidii	Pucciniastrum	Pucciniastraceae	Pucciniales	Pucciniomycetes	Basidiomycota	Opisthokonta					352.54934401297544
barcode19	2877793	0.00044429648946845893	Sporobolomyces cellobiolyticus	Sporobolomyces	Sporidiobolaceae	Sporidiobolales	Microbotryomycetes	Basidiomycota	Opisthokonta					19.015001156271104
barcode19	2877794	0.0003795677083520448	Sporobolomyces ellipsoideus	Sporobolomyces	Sporidiobolaceae	Sporidiobolales	Microbotryomycetes	Basidiomycota	Opisthokonta					16.244738782050813
barcode19	243823	0.0007642766536193785	Sporobolomyces beijingensis	Sporobolomyces	Sporidiobolaceae	Sporidiobolales	Microbotryomycetes	Basidiomycota	Opisthokonta					32.70951222160216
barcode19	1315970	0.0013339108454759226	Lactifluus chrysocarpus	Lactifluus	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Opisthokonta					57.08871636467853
barcode19	796027	0.0006388540477550169	Sugiyamaella lignohabitans	Sugiyamaella	Trichomonascaceae	Dipodascales	Dipodascomycetes	Ascomycota	Opisthokonta					27.34167553581921
barcode19	2315449	0.001169924236998444	Yamadazyma tenuis	Yamadazyma	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta					50.07041749505941
barcode19	1486924	0.0019714387419404026	Gromochytrium mamkaevae	Gromochytrium	Gromochytriaceae	Gromochytriales	Chytridiomycetes	Chytridiomycota	Opisthokonta					84.37363527756536
barcode19	4787	0.0023777071442290278	Phytophthora infestans	Phytophthora	Peronosporaceae	Peronosporales	Peronosporomycetes	Oomycota	Sar					101.76111035871394
barcode19	2201245	0.0010270455108560225	Metschnikowia laotica	Metschnikowia	Metschnikowiaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta					43.95549377361605
barcode19	372061	0.0015570587486734217	Lepidosphaeria nicotiae	Lepidosphaeria	Testudinaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta					66.6390003257251
barcode19	2704023	0.001639049006606313	Jimgerdemannia ambigua	Jimgerdemannia	Endogonaceae	Endogonales	Endogonomycetes	Mucoromycota	Opisthokonta					70.14801938473698
barcode19	1208333	0.0018769811620129536	Dentiscutata savannicola	Dentiscutata	Gigasporaceae	Diversisporales	Glomeromycetes	Mucoromycota	Opisthokonta					80.33103977183039
barcode19	1006461	0.0019961376640026027	Dasyspora nitidae	Dasyspora	Sphaerophragmiaceae	Pucciniales	Pucciniomycetes	Basidiomycota	Opisthokonta					85.4306997439834
barcode19	54101	0.00045381213835672354	Myxozyma vanderwaltii	Myxozyma	Lipomycetaceae	Lipomycetales	Lipomycetes	Ascomycota	Opisthokonta					19.422251897391053
barcode19	2605921	0.0004504558164783208	Novakomyces olei	Novakomyces				Ascomycota	Opisthokonta					19.278608033639173
barcode19	64504	0.0010577767855704156	Allomyces arbusculus	Allomyces	Blastocladiaceae	Blastocladiales	Blastocladiomycetes	Blastocladiomycota	Opisthokonta					45.27073086884265
barcode19	144539	0.0003041024867930456	Paraglomus occultum	Paraglomus	Paraglomeraceae	Paraglomerales	Glomeromycetes	Mucoromycota	Opisthokonta					13.014978229768765
barcode19	2929137	0.0011558832907259228	Phyllachora sandiensis	Phyllachora	Phyllachoraceae	Phyllachorales	Sordariomycetes	Ascomycota	Opisthokonta					49.46949307648804
barcode19	2066077	0.00023742559952679636	Phyllachora panicicola	Phyllachora	Phyllachoraceae	Phyllachorales	Sordariomycetes	Ascomycota	Opisthokonta					10.16134080854783
barcode19	2544971	0.00026580571090412494	Neomollisia gelatinosa	Neomollisia	Mollisiaceae	Helotiales	Leotiomycetes	Ascomycota	Opisthokonta					11.375952815274738
barcode19	1006457	0.0030447887379783938	Dasyspora frutescentis	Dasyspora	Sphaerophragmiaceae	Pucciniales	Pucciniomycetes	Basidiomycota	Opisthokonta					130.3108684079993
barcode19	1904436	0.00808897807500272	Puccinia wiehei	Puccinia	Pucciniaceae	Pucciniales	Pucciniomycetes	Basidiomycota	Opisthokonta					346.1920836539664
barcode19	1440432	0.0003428705054536521	Stomatisora psychotriicola	Stomatisora	Crossopsoraceae	Pucciniales	Pucciniomycetes	Basidiomycota	Opisthokonta					14.674171892405402
barcode19	1326894	0.0015484230035559628	Tortispora agaves	Tortispora	Trigonopsidaceae	Trigonopsidales	Trigonopsidomycetes	Ascomycota	Opisthokonta					66.26940770618809
barcode19	3125859	0.0008974120427709704	Hamaspora rubi-alceifolii	Hamaspora	Phragmidiaceae	Pucciniales	Pucciniomycetes	Basidiomycota	Opisthokonta					38.40744060651199
barcode19	1961798	0.00026817852786917767	Cyanodermella oleoligni	Cyanodermella	Stictidaceae	Ostropales	Lecanoromycetes	Ascomycota	Opisthokonta					11.477504635745065
barcode19	203908	0.0015901860653175224	Melampsora laricis-populina	Melampsora	Melampsoraceae	Pucciniales	Pucciniomycetes	Basidiomycota	Opisthokonta					68.05678322345932
barcode19	2822381	0.000982465619036462	Hydnum pinicola	Hydnum	Hydnaceae	Cantharellales	Agaricomycetes	Basidiomycota	Opisthokonta					42.047563563522495
barcode19	2943438	0.0009166253826134742	Hydnum reginae	Hydnum	Hydnaceae	Cantharellales	Agaricomycetes	Basidiomycota	Opisthokonta					39.22973312509147
barcode19	1806994	0.000400417609702539	Synchytrium microbalum	Synchytrium	Synchytriaceae	Synchytriales	Chytridiomycetes	Chytridiomycota	Opisthokonta					17.137072860049265
barcode19	4903	0.0003389379746773291	Cyberlindnera jadinii	Cyberlindnera	Phaffomycetaceae	Phaffomycetales	Saccharomycetes	Ascomycota	Opisthokonta					14.505867440240332
barcode19	13684	0.0007704632209612461	Parastagonospora nodorum	Parastagonospora	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta					32.97428493069941
barcode19	507509	0.0004406302926871529	Danielozyma litseae	Danielozyma	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta					18.85809526642477
barcode19	234568	0.0005374084554378293	Kodamaea arcana	Kodamaea	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta					23.00000707582822
barcode19	109760	0.0018917101562297208	Spizellomyces punctatus	Spizellomyces	Spizellomycetaceae	Spizellomycetales	Chytridiomycetes	Chytridiomycota	Opisthokonta					80.96141126631959
barcode19	117821	0.0007251977897984212	Spizellomyces plurigibbosus	Spizellomyces	Spizellomycetaceae	Spizellomycetales	Chytridiomycetes	Chytridiomycota	Opisthokonta					31.03701500779283
barcode19	279323	0.001672762445233744	Apiotrichum otae	Apiotrichum	Trichosporonaceae	Trichosporonales	Tremellomycetes	Basidiomycota	Opisthokonta					71.59088713111377
barcode19	2877736	0.0013903301755643623	Dioszegia ovata	Dioszegia	Bulleribasidiaceae	Tremellales	Tremellomycetes	Basidiomycota	Opisthokonta					59.503350853803575
barcode19	2877738	0.00032608686852173886	Dioszegia kandeliae	Dioszegia	Bulleribasidiaceae	Tremellales	Tremellomycetes	Basidiomycota	Opisthokonta					13.95586579899338
barcode19	2596947	0.0003573793495574071	Starmerella vitae	Starmerella	Trichomonascaceae	Dipodascales	Dipodascomycetes	Ascomycota	Opisthokonta					15.29512140235791
barcode19	2704021	0.001412352474458206	Endogone botryocarpus	Endogone	Endogonaceae	Endogonales	Endogonomycetes	Mucoromycota	Opisthokonta					60.4458612018623
barcode19	1904434	0.0003174704103407192	Puccinia setariae	Puccinia	Pucciniaceae	Pucciniales	Pucciniomycetes	Basidiomycota	Opisthokonta					13.587098621762099
barcode19	45562	0.0017990350487462896	Starmerella lactis-condensi	Starmerella	Trichomonascaceae	Dipodascales	Dipodascomycetes	Ascomycota	Opisthokonta					76.9951020162437
barcode19	2027812	0.0005347916132850217	Classicula sinensis	Classicula	Classiculaceae	Classiculales	Classiculomycetes	Basidiomycota	Opisthokonta					22.888011465372358
barcode19	1133749	0.0003369040421342135	Tricholomopsis osiliensis	Tricholomopsis		Agaricales	Agaricomycetes	Basidiomycota	Opisthokonta					14.418819195260069
barcode19	1392244	0.0006872943415721629	Kalmanozyma brasiliensis	Kalmanozyma		Ustilaginales	Ustilaginomycetes	Basidiomycota	Opisthokonta					29.41482323060543
barcode19	911321	0.00035922211290744384	Calcarisporiella thermophila	Calcarisporiella	Calcarisporiellaceae	Calcarisporiellales		Mucoromycota	Opisthokonta					15.37398798821278
barcode19	512029	0.0005560531495589056	Buwchfawromyces eastonii	Buwchfawromyces	Neocallimastigaceae	Neocallimastigales	Neocallimastigomycetes	Chytridiomycota	Opisthokonta					23.79796269482204
barcode19	1987568	0.0004896995725954435	Pecoramyces ruminantium	Pecoramyces	Neocallimastigaceae	Neocallimastigales	Neocallimastigomycetes	Chytridiomycota	Opisthokonta					20.95816230793979
barcode19	1395665	0.0017184253474465383	Alogomyces tanneri	Alogomyces	Lobulomycetaceae	Lobulomycetales	Chytridiomycetes	Chytridiomycota	Opisthokonta					73.54516802001694
barcode19	246081	0.0005660834468859183	Suhomyces kunorum	Suhomyces	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta					24.227239359823532
barcode19	1938712	0.0007480784067102959	Atractiella rhizophila	Atractiella	Hoehnelomycetaceae	Atractiellales	Atractiellomycetes	Basidiomycota	Opisthokonta					32.01625965038724
barcode19	2991538	0.0009973180288334097	Entomortierella sugadairana	Entomortierella	Mortierellaceae	Mortierellales	Mortierellomycetes	Mucoromycota	Opisthokonta					42.68321699801227
barcode19	114775	0.0006383681696453553	Trigonosporomyces hylophilus	Trigonosporomyces	Chrysozymaceae		Microbotryomycetes	Basidiomycota	Opisthokonta					27.320880924481916
barcode19	2211346	0.0003119857934443741	Curvularia colbranii	Curvularia	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta					13.352367987832322
barcode19	1809268	0.00030375251180905137	Atractospora decumbens	Atractospora	Atractosporaceae		Sordariomycetes	Ascomycota	Opisthokonta					13.00000000040378
barcode19	297794	0.0011167205103759052	[Candida] blattariae	Yamadazyma	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta					47.793404403067996
barcode19	1671311	0.0004678175656027844	Colletotrichum abscissum	Colletotrichum	Glomerellaceae	Glomerellales	Sordariomycetes	Ascomycota	Opisthokonta					20.021656172667967
barcode19	1651791	0.0004398175465394236	Hannaella pagnoccae	Hannaella	Bulleribasidiaceae	Tremellales	Tremellomycetes	Basidiomycota	Opisthokonta					18.82331135679425
barcode19	2499430	0.00037694702013474975	Gloniopsis leucaenae	Gloniopsis	Hysteriaceae	Hysteriales	Dothideomycetes	Ascomycota	Opisthokonta					16.13257856772702
barcode19	273372	0.0005684086009678565	Candida metapsilosis	Candida	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta					24.326751304222324
barcode19	53607	0.00040446072021753957	Cyberlindnera mississippiensis	Cyberlindnera	Phaffomycetaceae	Phaffomycetales	Saccharomycetes	Ascomycota	Opisthokonta					17.31010990387026
barcode19	1525356	0.0003738914779208353	Chordomyces antarcticum	Chordomyces	Plectosphaerellaceae	Glomerellales	Sordariomycetes	Ascomycota	Opisthokonta					16.00180747205591
barcode19	417184	0.00032954866563076837	Mycoemilia scoparia	Mycoemilia	Kickxellaceae	Kickxellales	Kickxellomycetes	Zoopagomycota	Opisthokonta					14.104023791665625
barcode19	34475	0.0007243331262299957	Rhodofomes roseus	Rhodofomes	Fomitopsidaceae	Polyporales	Agaricomycetes	Basidiomycota	Opisthokonta					31.000009136391355
barcode19	90248	0.0006542397725507971	Basidiobolus haptosporus	Basidiobolus	Basidiobolaceae	Basidiobolales	Basidiobolomycetes	Zoopagomycota	Opisthokonta					28.000153785629017
barcode19	2681178	0.0009111671905326517	Meliola pottsiae	Meliola	Meliolaceae	Meliolales	Sordariomycetes	Ascomycota	Opisthokonta					38.99613342041643
barcode19	2093397	0.00042053826390699774	Plectosphaerella niemeijerarum	Plectosphaerella	Plectosphaerellaceae	Glomerellales	Sordariomycetes	Ascomycota	Opisthokonta					17.99819661869169
barcode19	1873960	0.0002609697338835078	Pseudocercospora fijiensis	Pseudocercospora	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Opisthokonta					11.168982670746367
barcode19	181762	0.00037384924529183604	Psilocybe cubensis	Psilocybe	Strophariaceae	Agaricales	Agaricomycetes	Basidiomycota	Opisthokonta					15.999999999999998
barcode20	564305	0.02337169909263942	Kwoniella shivajii	Kwoniella	Cryptococcaceae	Tremellales	Tremellomycetes	Basidiomycota	Opisthokonta					2438.9536588123865
barcode20	110093	0.0003113306709976043	Polychytrium aggregatum	Polychytrium		Polychytriales	Chytridiomycetes	Chytridiomycota	Opisthokonta					32.48891217195499
barcode20	1485682	0.008297028349729273	Mitosporidium daphniae	Mitosporidium				Microsporidia	Opisthokonta					865.8363934359983
barcode20	45357	0.0006589680680621105	Candidozyma haemuli	Candidozyma	Metschnikowiaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta					68.76661274262155
barcode20	84275	0.00020002989160602578	Cercospora kikuchii	Cercospora	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Opisthokonta					20.87411933854682
barcode20	5007	0.00023011688993393732	Brettanomyces bruxellensis	Brettanomyces	Pichiaceae	Pichiales	Pichiomycetes	Ascomycota	Opisthokonta					24.01384804905603
barcode20	5491	0.0004748531975556547	Helenozyma melibiosica	Helenozyma	Metschnikowiaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta					49.55330543092035
barcode20	54193	0.00095391019643069	[Candida] silvatica	Pichia	Pichiaceae	Pichiales	Pichiomycetes	Ascomycota	Opisthokonta					99.54529854852466
barcode20	131344	0.0001999954253202197	Pallidocercospora heimii	Pallidocercospora	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Opisthokonta					20.870522609291527
barcode20	1431932	0.00205217853601862	Amycosphaerella africana	Amycosphaerella	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Opisthokonta					214.1550911262231
barcode20	1047171	0.00013876685742173804	Zymoseptoria tritici	Zymoseptoria	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Opisthokonta					14.481015406245474
barcode20	418781	0.0003534803718219182	Teratosphaeria destructans	Teratosphaeria	Teratosphaeriaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Opisthokonta					36.88744420147627
barcode20	62132	0.008285391314657276	Capnobotryella renispora	Capnobotryella	Teratosphaeriaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Opisthokonta					864.62201064106
barcode20	78917	0.0013319722964776533	Piptocephalis corymbifera	Piptocephalis	Piptocephalidaceae	Zoopagales	Zoopagomycetes	Zoopagomycota	Opisthokonta					138.9979689989255
barcode20	61418	0.0028301856588022764	Spiromyces minutus	Spiromyces	Kickxellaceae	Kickxellales	Kickxellomycetes	Zoopagomycota	Opisthokonta					295.34402442431156
barcode20	2201245	0.0020740025883695975	Metschnikowia laotica	Metschnikowia	Metschnikowiaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta					216.43254010930934
barcode20	3055	0.08773350584588752	Chlamydomonas reinhardtii	Chlamydomonas	Chlamydomonadaceae	Chlamydomonadales	Chlorophyceae	Chlorophyta	core chlorophytes					9155.430002547591
