1170364	MIMT18S|NG_064978.1
1006461	MIMT18S|NG_064974.1
1134077	MIMT18S|NG_064969.1
1134076	MIMT18S|NG_064968.1
202755	MIMT18S|NG_064878.1
56417	MIMT18S|NG_064815.1
1903024	MIMT18S|NG_063621.1
69980	MIMT18S|NG_063528.1
89913	MIMT18S|NG_063517.1
49324	MIMT18S|NG_063515.1
45539	MIMT18S|NG_063421.1
54193	MIMT18S|NG_063418.1
45511	MIMT18S|NG_063353.1
169509	MIMT18S|NG_063328.1
1249076	MIMT18S|NG_063327.1
44082	MIMT18S|NG_063319.1
65818	MIMT18S|NG_063303.1
36021	MIMT18S|NG_063298.1
1535305	MIMT18S|NG_063055.1
112494	MIMT18S|NG_062781.1
64516	MIMT18S|NG_062774.1
297794	MIMT18S|NG_062668.1
45271	MIMT18S|NG_063099.1
129865	MIMT18S|NG_063079.1
1921807	MIMT18S|NG_063077.1
1961798	MIMT18S|NG_063076.1
1739102	MIMT18S|NG_063053.1
58916	MIMT18S|NG_063044.1
1652704	MIMT18S|NG_063040.1
1652702	MIMT18S|NG_063037.1
1307819	MIMT18S|NG_063012.1
1367421	MIMT18S|NG_062983.1
89926	MIMT18S|NG_062967.1
104415	MIMT18S|NG_062963.1
104408	MIMT18S|NG_062949.1
610337	MIMT18S|NG_062942.1
4816	MIMT18S|NG_062850.1
117821	MIMT18S|NG_062849.1
1431946	MIMT18S|NG_062787.1
28988	MIMT18S|NG_062778.1
5580	MIMT18S|NG_062753.1
1431937	MIMT18S|NG_062734.1
122368	MIMT18S|NG_062715.1
45792	MIMT18S|NG_062711.1
54100	MIMT18S|NG_062709.1
507509	MIMT18S|NG_062655.1
133175	MIMT18S|NG_062648.1
1396494	MIMT18S|NG_062391.1
1068736	MIMT18S|NG_062390.1
27374	MIMT18S|NG_062381.1
447950	MIMT18S|NG_062378.1
1079897	MIMT18S|NG_062371.1
1857663	MIMT18S|NG_062193.1
1571505	MIMT18S|NG_062188.1
151289	MIMT18S|NG_062162.1
4997	MIMT18S|NG_062145.1
45553	MIMT18S|NG_062126.1
71795	MIMT18S|NG_062107.1
53607	MIMT18S|NG_062056.1
383838	MIMT18S|NG_062046.1
293243	MIMT18S|NG_061246.1
1809185	MIMT18S|NG_061211.1
1739110	MIMT18S|NG_061208.1
27318	MIMT18S|NG_061207.1
1470396	MIMT18S|NG_061171.1
264483	MIMT18S|NG_061157.1
1396496	MIMT18S|NG_061113.1
1056133	MIMT18S|NG_061112.1
933994	MIMT18S|NG_061103.1
34356	MIMT18S|NG_061102.1
1508187	MIMT18S|NG_061096.1
2059835	MIMT18S|NG_061088.1
131344	MIMT18S|NG_061087.1
1047171	MIMT18S|NG_061086.1
1431932	MIMT18S|NG_061084.1
693156	MIMT18S|NG_061075.1
447962	MIMT18S|NG_061059.1
261097	MIMT18S|NG_061053.1
372061	MIMT18S|NG_061050.1
1215355	MIMT18S|NG_061020.1
78545	MIMT18S|NG_061016.1
61418	MIMT18S|NG_061005.1
1303431	MIMT18S|NG_061001.1
911321	MIMT18S|NG_060996.1
89792	MIMT18S|NG_060979.1
108569	MIMT18S|NG_013144.1
292281	MIMT18S|NG_013175.1
78917	MIMT18S|NG_017192.1
68401	MIMT18S|NG_017187.1
144539	MIMT18S|NG_017179.1
281847	MIMT18S|NG_017174.1
82268	MIMT18S|NG_017172.1
64504	MIMT18S|NG_017166.1
329884	MIMT18S|NG_016527.1
134358	MIMT18S|NG_016502.1
5606	MIMT18S|NG_013154.1
162394	MIMT18S|NG_012432.1
70189	MIMT18S|NG_017176.1
5341	MIMT18S|NW_006267362.1_1204_3008
112090	MIMT18S|NW_009798501.1_2627_4430
157072	MIMT18S|NW_008580422.1_901_2707
51019	MIMT18S|NW_020290505.1_672_2469
1750568	MIMT18S|NW_024067547.1_8118_10036
84275	MIMT18S|NW_025408590.1_1832019_1833817
3055	MIMT18S|NC_057004.1_1503_3292
554065	MIMT18S|NW_005435085.1_452319-455090
1671311	MIMT18S|NW_026850064.1_1353_3147
80884	MIMT18S|NW_017263918.1_16850_19322
1929756	MIMT18S|NW_026848936.1_63_1833
93612	MIMT18S|NW_007360214.1_3630_5331
111463	MIMT18S|NW_025408682.1_879302_881406
1392244	MIMT18S|NW_015961967.1_4464_6261
61395	MIMT18S|NW_024468470.1_4309_6132
203908	MIMT18S|NW_006768768.1_2708625-2711166
1485682	MIMT18S|NW_013546558.1_361_2182
13684	MIMT18S|NW_001884553.1_1313209-1315005
2850	MIMT18S|NC_011681.1_43547_45337
4787	MIMT18S|NW_003302685.1_9574-11216
4792	MIMT18S|NW_008649402.1_1_1814
67593	MIMT18S|NW_009258122.1_3546693-3548519
936130	MIMT18S|NW_026261148.1_7371_9182
4754	MIMT18S|NW_017264719.1_155139_156943
42068	MIMT18S|NW_017264776.1_609255_611058
263815	MIMT18S|NW_017802365.1_337034_338839
1873960	MIMT18S|NW_006921538.1_3589902_3592158
181762	MIMT18S|NC_063011.1_2238271_2242142
34475	MIMT18S|NW_025952986.1_10086_11889
796027	MIMT18S|NC_031674.1_4945948_4947747
35128	MIMT18S|NC_012080.1_651043-652846
3067	MIMT18S|NW_003307662.1_143501-145290
3438661	MIMTITS|NR_200044.1
1596014	MIMTITS|NR_137923.1
879818	MIMTITS|NR_154671.1
3237498	MIMTITS|NR_198849.1
3231536	MIMTITS|NR_198528.1
3231533	MIMTITS|NR_198527.1
3231531	MIMTITS|NR_198526.1
3231532	MIMTITS|NR_198525.1
3231529	MIMTITS|NR_198524.1
3231530	MIMTITS|NR_198523.1
3231534	MIMTITS|NR_198522.1
3125859	MIMTITS|NR_198363.1
2650714	MIMTITS|NR_121280.1
1206149	MIMTITS|NR_163519.1
2891599	MIMTITS|NR_190930.1
1041604	MIMTITS|NR_165968.1
278025	MIMTITS|NR_155233.1
3039887	MIMTITS|NR_191232.1
2973806	MIMTITS|NR_189898.1
3058949	MIMTITS|NR_189888.1
3058948	MIMTITS|NR_189887.1
3023420	MIMTITS|NR_189414.1
3064266	MIMTITS|NR_189371.1
2841483	MIMTITS|NR_186976.1
2730120	MIMTITS|NR_186945.1
3043688	MIMTITS|NR_186920.1
3031279	MIMTITS|NR_185600.1
2565639	MIMTITS|NR_185569.1
2565641	MIMTITS|NR_185568.1
1133749	MIMTITS|NR_185350.1
2943438	MIMTITS|NR_184980.1
2991561	MIMTITS|NR_184919.1
2494426	MIMTITS|NR_184357.1
2494425	MIMTITS|NR_184356.1
2070555	MIMTITS|NR_182841.1
2710867	MIMTITS|NR_182822.1
2022632	MIMTITS|NR_182679.1
1149710	MIMTITS|NR_182527.1
2991538	MIMTITS|NR_182448.1
2859061	MIMTITS|NR_178117.1
1776150	MIMTITS|NR_152978.1
2937977	MIMTITS|NR_176700.1
2823044	MIMTITS|NR_176699.1
2822382	MIMTITS|NR_176698.1
2822381	MIMTITS|NR_176697.1
2822377	MIMTITS|NR_176684.1
700571	MIMTITS|NR_119799.1
1647314	MIMTITS|NR_175091.1
2878300	MIMTITS|NR_174888.1
2877814	MIMTITS|NR_174800.1
2877812	MIMTITS|NR_174798.1
2877809	MIMTITS|NR_174796.1
2877810	MIMTITS|NR_174795.1
2877807	MIMTITS|NR_174794.1
2877806	MIMTITS|NR_174793.1
2877805	MIMTITS|NR_174792.1
2877804	MIMTITS|NR_174791.1
2877801	MIMTITS|NR_174790.1
2877800	MIMTITS|NR_174789.1
2877799	MIMTITS|NR_174788.1
2877794	MIMTITS|NR_174787.1
2877821	MIMTITS|NR_174786.1
2877793	MIMTITS|NR_174785.1
2877788	MIMTITS|NR_174779.1
2877785	MIMTITS|NR_174778.1
2877786	MIMTITS|NR_174777.1
2877774	MIMTITS|NR_174773.1
2877771	MIMTITS|NR_174771.1
2877765	MIMTITS|NR_174764.1
2877764	MIMTITS|NR_174763.1
2877763	MIMTITS|NR_174762.1
2877762	MIMTITS|NR_174761.1
2877761	MIMTITS|NR_174760.1
2877758	MIMTITS|NR_174758.1
2877726	MIMTITS|NR_174757.1
2877725	MIMTITS|NR_174756.1
2877740	MIMTITS|NR_174752.1
2877738	MIMTITS|NR_174739.1
2877737	MIMTITS|NR_174738.1
2877736	MIMTITS|NR_174737.1
2877730	MIMTITS|NR_174732.1
2877732	MIMTITS|NR_174731.1
2877723	MIMTITS|NR_174730.1
2877757	MIMTITS|NR_174727.1
124036	MIMTITS|NR_165582.1
2877792	MIMTITS|NR_174036.1
2877791	MIMTITS|NR_174035.1
2878256	MIMTITS|NR_174034.1
2834507	MIMTITS|NR_173906.1
1795741	MIMTITS|NR_173754.1
2596947	MIMTITS|NR_173262.1
55514	MIMTITS|NR_173204.1
2571398	MIMTITS|NR_168802.1
2576851	MIMTITS|NR_172732.1
2301216	MIMTITS|NR_172460.1
1796078	MIMTITS|NR_172245.1
2708308	MIMTITS|NR_172178.1
2708304	MIMTITS|NR_172177.1
1911174	MIMTITS|NR_171725.1
2654861	MIMTITS|NR_171267.1
279323	MIMTITS|NR_155943.1
2608273	MIMTITS|NR_169982.1
1527289	MIMTITS|NR_169916.1
2598216	MIMTITS|NR_169697.1
2676910	MIMTITS|NR_169689.1
2170546	MIMTITS|NR_169669.1
2292778	MIMTITS|NR_168772.1
2292779	MIMTITS|NR_168770.1
1972599	MIMTITS|NR_168761.1
1955261	MIMTITS|NR_154472.1
2580354	MIMTITS|NR_166281.1
2576354	MIMTITS|NR_164613.1
174643	MIMTITS|NR_164525.1
399469	MIMTITS|NR_164090.1
308924	MIMTITS|NR_137870.1
1915160	MIMTITS|NR_154513.1
1776151	MIMTITS|NR_152977.1
1675846	MIMTITS|NR_138404.2
743949	MIMTITS|NR_136040.1
150278	MIMTITS|NR_132862.1
1123529	MIMTITS|NR_132861.1
1486924	MIMTITS|NR_132054.1
512029	MIMTITS|NR_132002.1
415601	MIMTITS|NR_121478.1
144533	MIMTITS|NR_121448.1
937378	MIMTITS|NR_121441.1
27376	MIMTITS|NR_121431.1
308927	MIMTITS|NR_121422.1
36751	MIMTITS|NR_121401.1
382531	MIMTITS|NR_119650.1
1395676	MIMTITS|NR_119648.1
382530	MIMTITS|NR_119647.1
1395669	MIMTITS|NR_119645.1
382552	MIMTITS|NR_119590.1
1396502	MIMTITS|NR_111313.1
1395791	MIMTITS|NR_111261.1
90248	MIMTITS|NR_111240.1
1195480	MIMTITS|NR_103650.1
565031	MIMTITS|NR_103600.1
2558025	MIMTITS|NR_163315.1
2529385	MIMTITS|NR_163296.1
1132468	MIMTITS|NR_160246.1
1314805	MIMTITS|NR_160261.1
1072254	MIMTITS|NR_119976.2
1315970	MIMTITS|NR_121551.1
1190719	MIMTITS|NR_121533.1
1115088	MIMTITS|NR_121504.1
742028	MIMTITS|NR_121458.1
352915	MIMTITS|NR_121316.1
176627	MIMTITS|NR_121275.1
1115089	MIMTITS|NR_119975.1
1055356	MIMTITS|NR_119968.1
702124	MIMTITS|NR_119772.1
747524	MIMTITS|NR_119654.1
109903	MIMTITS|NR_119646.1
334125	MIMTITS|NR_119559.1
340170	MIMTITS|NR_111397.1
4903	MIMTITS|NR_111211.1
181047	MIMTITS|NR_159603.1
2259113	MIMTITS|NR_159059.1
1754192	MIMTITS|NR_148182.1
1403820	MIMTITS|NR_158892.1
1570466	MIMTITS|NR_158811.1
1246581	MIMTITS|NR_158794.1
2211344	MIMTITS|NR_158451.1
2211346	MIMTITS|NR_158445.1
2231374	MIMTITS|NR_158444.1
2211343	MIMTITS|NR_158443.1
95746	MIMTITS|NR_158419.1
1858587	MIMTITS|NR_158282.1
2021042	MIMTITS|NR_158269.1
2070752	MIMTITS|NR_156329.1
1508247	MIMTITS|NR_156280.1
1754191	MIMTITS|NR_148181.1
2093397	MIMTITS|NR_156677.1
467984	MIMTITS|NR_156241.1
1381954	MIMTITS|NR_155997.1
54094	MIMTITS|NR_155846.1
1770061	MIMTITS|NR_155796.1
299329	MIMTITS|NR_155405.1
1819261	MIMTITS|NR_155370.1
77852	MIMTITS|NR_155241.1
85574	MIMTITS|NR_155240.1
1651791	MIMTITS|NR_155180.1
1390525	MIMTITS|NR_154880.1
1932876	MIMTITS|NR_154826.1
114775	MIMTITS|NR_154536.1
5325	MIMTITS|NR_154494.1
1326894	MIMTITS|NR_154485.1
115786	MIMTITS|NR_154354.1
1806907	MIMTITS|NR_154073.1
1390527	MIMTITS|NR_153643.1
1440432	MIMTITS|NR_137114.1
1918533	MIMTITS|NR_151851.1
224212	MIMTITS|NR_151794.1
1904436	MIMTITS|NR_148111.1
1904434	MIMTITS|NR_148110.1
1904429	MIMTITS|NR_148109.1
582727	MIMTITS|NR_148108.1
706556	MIMTITS|NR_145098.1
1842020	MIMTITS|NR_138417.1
1056642	MIMTITS|NR_138222.1
646068	MIMTITS|NR_135970.1
1006457	MIMTITS|NR_132856.1
1509415	MIMTITS|NR_126150.2
266793	MIMTITS|NR_144810.1
442443	MIMTITS|NR_131796.1
1918535	MIMTITS|NR_147497.1
1918532	MIMTITS|NR_147495.1
1918531	MIMTITS|NR_147494.1
